Age Group,Age Group Name,Date,Expanded,Expanded by year,Frequency,Indicator,Indicator Name,Location,Location_Name,Location Name (copy),Location RegionId,Measure,Measure Name,Measure Unit,Units,% Uninsured,Scale
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NJ,New Jersey,New Jersey,US_NJ,M.13,Percent,%,%,67.7,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NM,New Mexico,New Mexico,US_NM,M.13,Percent,%,%,47.7,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NV,Nevada,Nevada,US_NV,M.13,Percent,%,%,60,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NY,New York,New York,US_NY,M.13,Percent,%,%,60.8,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_OH,Ohio,Ohio,US_OH,M.13,Percent,%,%,65.4,1
KN.A1,All Age Group,1/1/2008,Not Expanded,Expanded 2021,A,KN.VA28,Employment-based,US_OK,Oklahoma,Oklahoma,US_OK,M.13,Percent,%,%,52.6,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_OR,Oregon,Oregon,US_OR,M.13,Percent,%,%,58,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2015,A,KN.VA28,Employment-based,US_PA,Pennsylvania,Pennsylvania,US_PA,M.13,Percent,%,%,64.5,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_RI,Rhode Island,Rhode Island,US_RI,M.13,Percent,%,%,63.7,1
KN.A1,All Age Group,1/1/2008,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_SC,South Carolina,South Carolina,US_SC,M.13,Percent,%,%,54.8,1
KN.A1,All Age Group,1/1/2008,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_SD,South Dakota,South Dakota,US_SD,M.13,Percent,%,%,57.2,1
KN.A1,All Age Group,1/1/2008,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_TN,Tennessee,Tennessee,US_TN,M.13,Percent,%,%,56.8,1
KN.A1,All Age Group,1/1/2008,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_TX,Texas,Texas,US_TX,M.13,Percent,%,%,51.4,1
KN.A1,All Age Group,1/1/2008,Not Expanded,Expanded 2020,A,KN.VA28,Employment-based,US_UT,Utah,Utah,US_UT,M.13,Percent,%,%,65.4,1
KN.A1,All Age Group,1/1/2008,Not Expanded,Expanded 2019,A,KN.VA28,Employment-based,US_VA,Virginia,Virginia,US_VA,M.13,Percent,%,%,64.6,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_VT,Vermont,Vermont,US_VT,M.13,Percent,%,%,59.9,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_WA,Washington,Washington,US_WA,M.13,Percent,%,%,60.1,1
KN.A1,All Age Group,1/1/2008,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_WI,Wisconsin,Wisconsin,US_WI,M.13,Percent,%,%,67.1,1
KN.A1,All Age Group,1/1/2008,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_WV,West Virginia,West Virginia,US_WV,M.13,Percent,%,%,58.5,1
KN.A1,All Age Group,1/1/2008,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_WY,Wyoming,Wyoming,US_WY,M.13,Percent,%,%,60.6,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_DC,District of Columbia,District of Columbia,US_DC,M.13,Percent,%,%,58.6,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_FL,Florida,Florida,US_FL,M.13,Percent,%,%,47.8,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_GA,Georgia,Georgia,US_GA,M.13,Percent,%,%,53.9,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_HI,Hawaii,Hawaii,US_HI,M.13,Percent,%,%,65.6,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_IA,Iowa,Iowa,US_IA,M.13,Percent,%,%,63.1,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Expanded 2020,A,KN.VA28,Employment-based,US_ID,Idaho,Idaho,US_ID,M.13,Percent,%,%,52.8,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_IL,Illinois,Illinois,US_IL,M.13,Percent,%,%,59.4,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2015,A,KN.VA28,Employment-based,US_IN,Indiana,Indiana,US_IN,M.13,Percent,%,%,60.6,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_KS,Kansas,Kansas,US_KS,M.13,Percent,%,%,59.6,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_KY,Kentucky,Kentucky,US_KY,M.13,Percent,%,%,55.3,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2016,A,KN.VA28,Employment-based,US_LA,Louisiana,Louisiana,US_LA,M.13,Percent,%,%,50.4,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MA,Massachusetts,Massachusetts,US_MA,M.13,Percent,%,%,68,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MD,Maryland,Maryland,US_MD,M.13,Percent,%,%,65.9,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_ME,Maine,Maine,US_ME,M.13,Percent,%,%,55.8,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MI,Michigan,Michigan,US_MI,M.13,Percent,%,%,60.9,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MN,Minnesota,Minnesota,US_MN,M.13,Percent,%,%,64.4,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Expanded 2021,A,KN.VA28,Employment-based,US_MO,Missouri,Missouri,US_MO,M.13,Percent,%,%,58.6,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_MS,Mississippi,Mississippi,US_MS,M.13,Percent,%,%,46.5,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2016,A,KN.VA28,Employment-based,US_MT,Montana,Montana,US_MT,M.13,Percent,%,%,51.4,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_NC,North Carolina,North Carolina,US_NC,M.13,Percent,%,%,53,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_ND,North Dakota,North Dakota,US_ND,M.13,Percent,%,%,61.3,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Expanded 2020,A,KN.VA28,Employment-based,US_NE,Nebraska,Nebraska,US_NE,M.13,Percent,%,%,59.7,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NH,New Hampshire,New Hampshire,US_NH,M.13,Percent,%,%,68,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NJ,New Jersey,New Jersey,US_NJ,M.13,Percent,%,%,65.2,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NM,New Mexico,New Mexico,US_NM,M.13,Percent,%,%,46,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NV,Nevada,Nevada,US_NV,M.13,Percent,%,%,56.7,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NY,New York,New York,US_NY,M.13,Percent,%,%,59.4,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_OH,Ohio,Ohio,US_OH,M.13,Percent,%,%,62.2,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Expanded 2021,A,KN.VA28,Employment-based,US_OK,Oklahoma,Oklahoma,US_OK,M.13,Percent,%,%,50.9,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_OR,Oregon,Oregon,US_OR,M.13,Percent,%,%,55.5,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2015,A,KN.VA28,Employment-based,US_PA,Pennsylvania,Pennsylvania,US_PA,M.13,Percent,%,%,62.7,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_RI,Rhode Island,Rhode Island,US_RI,M.13,Percent,%,%,60.3,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_SC,South Carolina,South Carolina,US_SC,M.13,Percent,%,%,52.8,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_SD,South Dakota,South Dakota,US_SD,M.13,Percent,%,%,54.4,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_TN,Tennessee,Tennessee,US_TN,M.13,Percent,%,%,54,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_TX,Texas,Texas,US_TX,M.13,Percent,%,%,50,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Expanded 2020,A,KN.VA28,Employment-based,US_UT,Utah,Utah,US_UT,M.13,Percent,%,%,64.4,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Expanded 2019,A,KN.VA28,Employment-based,US_VA,Virginia,Virginia,US_VA,M.13,Percent,%,%,62.7,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_VT,Vermont,Vermont,US_VT,M.13,Percent,%,%,58.8,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_WA,Washington,Washington,US_WA,M.13,Percent,%,%,58.3,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_WI,Wisconsin,Wisconsin,US_WI,M.13,Percent,%,%,64.5,1
KN.A1,All Age Group,1/1/2009,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_WV,West Virginia,West Virginia,US_WV,M.13,Percent,%,%,57.6,1
KN.A1,All Age Group,1/1/2009,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_WY,Wyoming,Wyoming,US_WY,M.13,Percent,%,%,57.7,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_DC,District of Columbia,District of Columbia,US_DC,M.13,Percent,%,%,60.9,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_FL,Florida,Florida,US_FL,M.13,Percent,%,%,45.8,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_GA,Georgia,Georgia,US_GA,M.13,Percent,%,%,52,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_HI,Hawaii,Hawaii,US_HI,M.13,Percent,%,%,63.5,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_IA,Iowa,Iowa,US_IA,M.13,Percent,%,%,61.1,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Expanded 2020,A,KN.VA28,Employment-based,US_ID,Idaho,Idaho,US_ID,M.13,Percent,%,%,52.1,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_IL,Illinois,Illinois,US_IL,M.13,Percent,%,%,57.8,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2015,A,KN.VA28,Employment-based,US_IN,Indiana,Indiana,US_IN,M.13,Percent,%,%,58.1,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_KS,Kansas,Kansas,US_KS,M.13,Percent,%,%,58.5,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_KY,Kentucky,Kentucky,US_KY,M.13,Percent,%,%,53.5,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2016,A,KN.VA28,Employment-based,US_LA,Louisiana,Louisiana,US_LA,M.13,Percent,%,%,48.2,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MA,Massachusetts,Massachusetts,US_MA,M.13,Percent,%,%,66.1,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MD,Maryland,Maryland,US_MD,M.13,Percent,%,%,64.3,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_ME,Maine,Maine,US_ME,M.13,Percent,%,%,55,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MI,Michigan,Michigan,US_MI,M.13,Percent,%,%,59.5,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MN,Minnesota,Minnesota,US_MN,M.13,Percent,%,%,63.1,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Expanded 2021,A,KN.VA28,Employment-based,US_MO,Missouri,Missouri,US_MO,M.13,Percent,%,%,56.7,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_MS,Mississippi,Mississippi,US_MS,M.13,Percent,%,%,45.3,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2016,A,KN.VA28,Employment-based,US_MT,Montana,Montana,US_MT,M.13,Percent,%,%,50.8,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_NC,North Carolina,North Carolina,US_NC,M.13,Percent,%,%,50.8,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_ND,North Dakota,North Dakota,US_ND,M.13,Percent,%,%,62.1,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Expanded 2020,A,KN.VA28,Employment-based,US_NE,Nebraska,Nebraska,US_NE,M.13,Percent,%,%,58,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NH,New Hampshire,New Hampshire,US_NH,M.13,Percent,%,%,65.9,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NJ,New Jersey,New Jersey,US_NJ,M.13,Percent,%,%,63.7,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NM,New Mexico,New Mexico,US_NM,M.13,Percent,%,%,45.6,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NV,Nevada,Nevada,US_NV,M.13,Percent,%,%,53.9,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NY,New York,New York,US_NY,M.13,Percent,%,%,57.6,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_OH,Ohio,Ohio,US_OH,M.13,Percent,%,%,60.8,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Expanded 2021,A,KN.VA28,Employment-based,US_OK,Oklahoma,Oklahoma,US_OK,M.13,Percent,%,%,49.9,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_OR,Oregon,Oregon,US_OR,M.13,Percent,%,%,53.5,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2015,A,KN.VA28,Employment-based,US_PA,Pennsylvania,Pennsylvania,US_PA,M.13,Percent,%,%,60.9,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_RI,Rhode Island,Rhode Island,US_RI,M.13,Percent,%,%,59,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_SC,South Carolina,South Carolina,US_SC,M.13,Percent,%,%,51.5,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_SD,South Dakota,South Dakota,US_SD,M.13,Percent,%,%,54.4,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_TN,Tennessee,Tennessee,US_TN,M.13,Percent,%,%,52.8,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_TX,Texas,Texas,US_TX,M.13,Percent,%,%,48.7,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Expanded 2020,A,KN.VA28,Employment-based,US_UT,Utah,Utah,US_UT,M.13,Percent,%,%,62.3,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Expanded 2019,A,KN.VA28,Employment-based,US_VA,Virginia,Virginia,US_VA,M.13,Percent,%,%,60.7,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_VT,Vermont,Vermont,US_VT,M.13,Percent,%,%,56.1,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_WA,Washington,Washington,US_WA,M.13,Percent,%,%,56.4,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_WI,Wisconsin,Wisconsin,US_WI,M.13,Percent,%,%,62.1,1
KN.A1,All Age Group,1/1/2010,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_WV,West Virginia,West Virginia,US_WV,M.13,Percent,%,%,55.8,1
KN.A1,All Age Group,1/1/2010,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_WY,Wyoming,Wyoming,US_WY,M.13,Percent,%,%,58,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_DC,District of Columbia,District of Columbia,US_DC,M.13,Percent,%,%,62.4,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_FL,Florida,Florida,US_FL,M.13,Percent,%,%,45.4,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_GA,Georgia,Georgia,US_GA,M.13,Percent,%,%,51.6,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_HI,Hawaii,Hawaii,US_HI,M.13,Percent,%,%,62.8,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_IA,Iowa,Iowa,US_IA,M.13,Percent,%,%,61.3,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Expanded 2020,A,KN.VA28,Employment-based,US_ID,Idaho,Idaho,US_ID,M.13,Percent,%,%,51.1,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_IL,Illinois,Illinois,US_IL,M.13,Percent,%,%,57.7,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2015,A,KN.VA28,Employment-based,US_IN,Indiana,Indiana,US_IN,M.13,Percent,%,%,58.4,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_KS,Kansas,Kansas,US_KS,M.13,Percent,%,%,58.8,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_KY,Kentucky,Kentucky,US_KY,M.13,Percent,%,%,54,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2016,A,KN.VA28,Employment-based,US_LA,Louisiana,Louisiana,US_LA,M.13,Percent,%,%,48.3,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MA,Massachusetts,Massachusetts,US_MA,M.13,Percent,%,%,65.3,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MD,Maryland,Maryland,US_MD,M.13,Percent,%,%,64.4,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_ME,Maine,Maine,US_ME,M.13,Percent,%,%,54.3,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MI,Michigan,Michigan,US_MI,M.13,Percent,%,%,59.3,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_MN,Minnesota,Minnesota,US_MN,M.13,Percent,%,%,62.5,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Expanded 2021,A,KN.VA28,Employment-based,US_MO,Missouri,Missouri,US_MO,M.13,Percent,%,%,56.7,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_MS,Mississippi,Mississippi,US_MS,M.13,Percent,%,%,45.2,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2016,A,KN.VA28,Employment-based,US_MT,Montana,Montana,US_MT,M.13,Percent,%,%,49.6,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_NC,North Carolina,North Carolina,US_NC,M.13,Percent,%,%,50.9,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_ND,North Dakota,North Dakota,US_ND,M.13,Percent,%,%,60.8,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Expanded 2020,A,KN.VA28,Employment-based,US_NE,Nebraska,Nebraska,US_NE,M.13,Percent,%,%,57.9,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NH,New Hampshire,New Hampshire,US_NH,M.13,Percent,%,%,66.3,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NJ,New Jersey,New Jersey,US_NJ,M.13,Percent,%,%,63.2,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NM,New Mexico,New Mexico,US_NM,M.13,Percent,%,%,43.6,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NV,Nevada,Nevada,US_NV,M.13,Percent,%,%,54.3,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_NY,New York,New York,US_NY,M.13,Percent,%,%,57,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_OH,Ohio,Ohio,US_OH,M.13,Percent,%,%,60.3,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Expanded 2021,A,KN.VA28,Employment-based,US_OK,Oklahoma,Oklahoma,US_OK,M.13,Percent,%,%,50.3,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_OR,Oregon,Oregon,US_OR,M.13,Percent,%,%,52.8,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2015,A,KN.VA28,Employment-based,US_PA,Pennsylvania,Pennsylvania,US_PA,M.13,Percent,%,%,60.2,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_RI,Rhode Island,Rhode Island,US_RI,M.13,Percent,%,%,60.8,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_SC,South Carolina,South Carolina,US_SC,M.13,Percent,%,%,50.9,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_SD,South Dakota,South Dakota,US_SD,M.13,Percent,%,%,55,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_TN,Tennessee,Tennessee,US_TN,M.13,Percent,%,%,51.9,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_TX,Texas,Texas,US_TX,M.13,Percent,%,%,48.8,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Expanded 2020,A,KN.VA28,Employment-based,US_UT,Utah,Utah,US_UT,M.13,Percent,%,%,62.8,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Expanded 2019,A,KN.VA28,Employment-based,US_VA,Virginia,Virginia,US_VA,M.13,Percent,%,%,60.6,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_VT,Vermont,Vermont,US_VT,M.13,Percent,%,%,57.3,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_WA,Washington,Washington,US_WA,M.13,Percent,%,%,55.9,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_WI,Wisconsin,Wisconsin,US_WI,M.13,Percent,%,%,61.2,1
KN.A1,All Age Group,1/1/2011,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_WV,West Virginia,West Virginia,US_WV,M.13,Percent,%,%,55.1,1
KN.A1,All Age Group,1/1/2011,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_WY,Wyoming,Wyoming,US_WY,M.13,Percent,%,%,58.6,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_DC,District of Columbia,District of Columbia,US_DC,M.13,Percent,%,%,60,1
KN.A1,All Age Group,1/1/2012,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_FL,Florida,Florida,US_FL,M.13,Percent,%,%,44.9,1
KN.A1,All Age Group,1/1/2012,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_GA,Georgia,Georgia,US_GA,M.13,Percent,%,%,52,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_HI,Hawaii,Hawaii,US_HI,M.13,Percent,%,%,61.4,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_IA,Iowa,Iowa,US_IA,M.13,Percent,%,%,61.2,1
KN.A1,All Age Group,1/1/2012,Not Expanded,Expanded 2020,A,KN.VA28,Employment-based,US_ID,Idaho,Idaho,US_ID,M.13,Percent,%,%,51.7,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_IL,Illinois,Illinois,US_IL,M.13,Percent,%,%,58,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2015,A,KN.VA28,Employment-based,US_IN,Indiana,Indiana,US_IN,M.13,Percent,%,%,58.7,1
KN.A1,All Age Group,1/1/2012,Not Expanded,Not Expanded,A,KN.VA28,Employment-based,US_KS,Kansas,Kansas,US_KS,M.13,Percent,%,%,58.1,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2014,A,KN.VA28,Employment-based,US_KY,Kentucky,Kentucky,US_KY,M.13,Percent,%,%,54.3,1
KN.A1,All Age Group,1/1/2012,Expanded,Expanded 2016,A,KN.VA28,Employment-based,US_LA,Louisiana,Louisiana,US_LA,M.13,Percent,%,%,48.5,1
